Round,Hazard (%),Area2 (%),Area3 (%)
R0,27.1,26.290000000000003,0.8099999999999999
R1,9.019100962228924,7.755277897457992,1.263823064770932
R2,0.07064142413111048,0.07064142413111048,0.0
R3,0.4170261719873454,0.4170261719873454,0.0
